School Name,School Code,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,year,Nonbinary,High Needs#,High Needs%,English Learners#,English Learners%,First Language Not English#,First Language Not English%,Economically Disadvantaged#,Economically Disadvantaged%,Students with Disabilities#,Students with Disabilities%,Low Income#,Low Income%,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,Tests Taken,Reading / Writing,Writing,Math
Dracut - Justus C. Richardson Middle School,00790410,   0.0,   6.2,   7.4,  13.0,   1.8,   0.0,  71.5,  47.3,  52.4,2021,   0.3,     423,  47.2,      12,   1.3,      52,   5.8,,,     143,  16.0,     317,  35.4,,,,,,,,,,,,,,,,,,,,,
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,   0.3,   0.7,  59.2,  35.0,   1.7,   0.3,   2.7,  52.7,  47.3,2021,   0.0,     254,  88.8,     104,  36.4,     118,  41.3,,,      40,  14.0,     237,  82.9,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg - Charlton Elementary,06580020,   0.0,   0.7,   0.7,   7.9,   4.0,   0.0,  86.8,  48.0,  52.0,2021,   0.0,     152,  47.5,      12,   3.8,      13,   4.1,,,      57,  17.8,     115,  35.9,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg - Charlton Middle School,06580310,   0.5,   1.1,   1.6,   8.4,   2.4,   0.2,  85.9,  46.9,  53.1,2021,   0.0,     224,  35.9,       9,   1.4,      36,   5.8,,,      96,  15.4,     152,  24.4,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg - Dudley Elementary,06580005,   0.3,   0.9,   2.4,  11.9,   2.4,   0.0,  82.1,  47.4,  52.6,2021,   0.0,     184,  53.6,      27,   7.9,      39,  11.4,,,      64,  18.7,     142,  41.4,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg - Dudley Middle School,06580305,   0.4,   0.6,   2.6,   9.5,   2.8,   0.0,  84.2,  47.9,  51.9,2021,   0.2,     281,  51.7,      10,   1.8,      41,   7.5,,,     101,  18.6,     230,  42.3,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg - Heritage School,06580030,   0.0,   0.2,   1.5,   9.0,   4.9,   0.0,  84.4,  48.2,  51.8,2021,   0.0,     217,  50.0,      22,   5.1,      28,   6.5,,,      99,  22.8,     146,  33.6,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg - Mason Road School,06580010,   0.9,   0.4,   1.3,  13.4,   4.0,   0.0,  79.9,  46.9,  53.1,2021,   0.0,     138,  53.7,      16,   6.2,      19,   7.4,,,      61,  23.7,     105,  40.9,,,,,,,,,,,,,,,,,,,,,
Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,   0.0,   1.6,   1.5,   9.9,   2.6,   0.1,  84.4,  52.8,  47.2,2021,   0.0,     347,  37.3,      11,   1.2,      98,  10.5,,,     111,  11.9,     297,  31.9,243,190,78.2,0,37.4,13.7,48.9,12.6,24.2,13.7,       286,    91.6,     2.1,     1.0,     0.0,     5.2,     0.0,     166,563,,559
Duxbury - Alden School,00820004,   0.0,   0.3,   0.5,   2.8,   3.3,   0.0,  93.1,  49.7,  50.3,2021,   0.0,     126,  21.2,       4,   0.7,      14,   2.4,,,      84,  14.2,      50,   8.4,,,,,,,,,,,,,,,,,,,,,
Duxbury - Chandler Elementary,00820006,   0.0,   1.1,   0.9,   2.7,   4.1,   0.0,  91.2,  47.6,  52.4,2021,   0.0,     102,  16.5,       4,   0.6,      13,   2.1,,,      48,   7.7,      60,   9.7,,,,,,,,,,,,,,,,,,,,,
Duxbury - Duxbury High,00820505,   0.1,   1.9,   0.4,   2.1,   3.6,   0.0,  91.9,  47.5,  52.3,2021,   0.1,     198,  20.9,       4,   0.4,      25,   2.6,,,     128,  13.5,      90,   9.5,225,192,85.3,0,55.7,1.6,42.7,1.6,5.7,14.6,       248,    98.4,     1.2,     0.0,     0.0,     0.4,     0.0,     220,597,,580
Duxbury - Duxbury Middle,00820305,   0.2,   1.4,   0.3,   2.7,   4.2,   0.0,  91.3,  49.8,  50.2,2021,   0.0,     133,  20.5,       1,   0.2,      16,   2.5,,,      84,  12.9,      53,   8.2,,,,,,,,,,,,,,,,,,,,,
East Bridgewater - Central,00830005,   0.6,   0.8,   4.7,   2.9,   2.5,   0.0,  88.5,  51.1,  48.9,2021,   0.0,     233,  42.5,      17,   3.1,      19,   3.5,,,      86,  15.7,     176,  32.1,,,,,,,,,,,,,,,,,,,,,
East Bridgewater - East Bridgewater JR./SR. High School,00830505,   0.4,   0.7,   4.1,   2.3,   2.5,   0.1,  89.9,  45.1,  54.9,2021,   0.0,     352,  37.8,       8,   0.9,      14,   1.5,,,     167,  17.9,     243,  26.1,157,118,75.2,0,35.6,10.2,54.2,10.2,29.7,14.4,       151,    96.0,     2.0,     0.0,     0.0,     2.0,     0.0,      89,554,,529
East Bridgewater - Gordon W. Mitchell School,00830010,   0.5,   0.8,   4.5,   4.1,   4.0,   0.0,  86.1,  49.4,  50.6,2021,   0.0,     257,  40.9,      10,   1.6,      15,   2.4,,,     111,  17.7,     184,  29.3,,,,,,,,,,,,,,,,,,,,,
East Longmeadow - Birchland Park,00870305,   0.2,   6.5,   5.3,   8.7,   5.0,   0.0,  74.4,  48.0,  52.0,2021,   0.0,     239,  39.8,       4,   0.7,      51,   8.5,,,     103,  17.1,     168,  28.0,,,,,,,,,,,,,,,,,,,,,
East Longmeadow - East Longmeadow High,00870505,   0.0,   6.2,   3.1,   7.1,   1.4,   0.1,  82.1,  47.9,  52.1,2021,   0.0,     300,  36.8,       7,   0.9,      58,   7.1,,,     137,  16.8,     214,  26.2,204,157,77,0,44.6,20.4,35,14,10.2,14,       173,    98.3,     0.6,     0.0,     0.0,     1.2,     0.0,     140,582,,573
East Longmeadow - Mapleshade,00870010,   0.0,   6.5,   1.1,  14.9,   3.6,   0.0,  73.8,  46.2,  53.8,2021,   0.0,     124,  46.8,       6,   2.3,      19,   7.2,,,      61,  23.0,      86,  32.5,,,,,,,,,,,,,,,,,,,,,
East Longmeadow - Meadow Brook,00870013,   0.0,   5.1,   3.4,  13.0,   2.8,   0.0,  75.7,  48.7,  51.3,2021,   0.0,     215,  39.6,      13,   2.4,      25,   4.6,,,      91,  16.8,     162,  29.8,,,,,,,,,,,,,,,,,,,,,
East Longmeadow - Mountain View,00870015,   0.0,   5.2,   2.2,   8.5,   5.6,   0.0,  78.5,  46.7,  53.3,2021,   0.0,      98,  36.7,       1,   0.4,      14,   5.2,,,      56,  21.0,      58,  21.7,,,,,,,,,,,,,,,,,,,,,
Eastham - Eastham Elementary,00850005,   0.0,   2.1,   9.3,   5.2,   7.7,   0.0,  75.8,  45.9,  54.1,2021,   0.0,     119,  62.0,      10,   5.2,      17,   8.9,,,      29,  15.1,     106,  55.2,,,,,,,,,,,,,,,,,,,,,
Easthampton - Center School,00860005,   0.5,   0.0,   2.6,  10.4,   5.7,   0.0,  80.7,  49.5,  50.5,2021,   0.0,      72,  38.3,       5,   2.7,       7,   3.7,,,      24,  12.8,      61,  32.4,,,,,,,,,,,,,,,,,,,,,
Easthampton - Easthampton High,00860505,   0.0,   3.6,   2.1,  11.5,   2.6,   0.2,  80.0,  51.3,  48.2,2021,   0.5,     183,  45.6,       6,   1.5,      31,   7.7,,,      80,  20.0,     148,  36.9,99,64,64.6,0,26.6,45.3,28.1,43.8,9.4,9.4,       118,    89.8,     2.5,     0.0,     2.5,     5.1,     0.0,      44,559,,536
Easthampton - Maple,00860010,   0.5,   2.5,   0.0,  11.3,   4.9,   0.0,  80.9,  44.1,  55.4,2021,   0.5,     135,  59.5,       0,   0.0,       4,   1.8,,,      58,  25.6,     119,  52.4,,,,,,,,,,,,,,,,,,,,,
Easthampton - Neil A Pepin,00860020,   0.5,   3.2,   0.0,  22.3,   5.3,   0.0,  68.6,  51.1,  48.9,2021,   0.0,      88,  50.3,      16,   9.1,      21,  12.0,,,      20,  11.4,      78,  44.6,,,,,,,,,,,,,,,,,,,,,
Easthampton - White Brook Middle School,00860305,   0.5,   4.8,   0.9,  16.7,   2.9,   0.0,  74.2,  45.2,  54.3,2021,   0.5,     239,  56.1,      18,   4.2,      29,   6.8,,,     122,  28.6,     176,  41.3,,,,,,,,,,,,,,,,,,,,,
Easton - Center School,00880003,   0.0,   3.8,  12.9,   9.1,   4.3,   0.0,  69.9,  48.9,  51.1,2021,   0.0,      77,  35.8,      17,   7.9,      21,   9.8,,,      19,   8.8,      62,  28.8,,,,,,,,,,,,,,,,,,,,,
Easton - Easton Middle School,00880405,   0.1,   2.9,   7.8,   6.0,   3.3,   0.1,  79.7,  50.1,  49.9,2021,   0.0,     310,  37.2,       3,   0.4,      34,   4.1,,,     189,  22.7,     176,  21.1,,,,,,,,,,,,,,,,,,,,,
Easton - Moreau Hall,00880020,   0.5,   6.0,   7.1,   6.5,   5.4,   0.5,  73.9,  50.5,  49.5,2021,   0.0,      83,  38.1,      15,   6.9,      26,  11.9,,,      27,  12.4,      57,  26.1,,,,,,,,,,,,,,,,,,,,,
Easton - Oliver Ames High,00880505,   0.2,   3.6,   6.9,   5.1,   3.6,   0.0,  80.6,  49.7,  50.3,2021,   0.0,     352,  31.6,      11,   1.0,      64,   5.8,,,     206,  18.5,     216,  19.4,273,233,85.3,0,47.6,7.7,44.2,7.3,9.4,12,       275,    97.1,     1.1,     0.0,     0.0,     1.8,     0.0,     280,568,,566
Easton - Parkview Elementary,00880015,   0.0,   3.5,   3.9,   8.5,   4.2,   0.0,  79.9,  44.2,  55.8,2021,   0.0,      67,  22.6,       6,   2.0,      19,   6.4,,,      35,  11.8,      45,  15.2,,,,,,,,,,,,,,,,,,,,,
Easton - Richardson Olmsted School,00880025,   0.9,   2.4,   6.4,   8.0,   3.8,   0.1,  78.4,  48.1,  51.9,2021,   0.0,     269,  36.3,      10,   1.3,      55,   7.4,,,     151,  20.4,     139,  18.8,,,,,,,,,,,,,,,,,,,,,
Edgartown - Edgartown Elementary,00890005,   3.1,   0.8,   3.7,  20.4,   4.7,   0.0,  67.3,  50.5,  49.5,2021,   0.0,     266,  67.0,      91,  22.9,     157,  39.5,,,      88,  22.2,     198,  49.9,,,,,,,,,,,,,,,,,,,,,
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,   0.3,   1.0,  36.9,  56.4,   2.6,   0.0,   2.9,  65.7,  34.3,2021,   0.0,     351,  88.9,      53,  13.4,     200,  50.6,,,      89,  22.5,     323,  81.8,85,51,60,0,21.6,43.1,35.3,43.1,11.8,21.6,        88,    98.9,     1.1,     0.0,     0.0,     0.0,     0.0,     146,428,,410
Erving - Erving Elementary,00910030,   0.0,   0.0,   0.0,   4.4,  10.6,   0.0,  85.0,  42.5,  57.5,2021,   0.0,      78,  58.6,       1,   0.8,       1,   0.8,,,      28,  21.1,      62,  46.6,,,,,,,,,,,,,,,,,,,,,
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,   0.3,   1.7,   1.6,  13.1,   3.9,   0.1,  79.3,  58.2,  41.6,2021,   0.2,     644,  38.9,       7,   0.4,      97,   5.9,,,     293,  17.7,     402,  24.3,372,224,60.2,0,41.5,15.6,42.9,14.3,13.4,9.8,       350,    98.0,     0.3,     0.0,     0.9,     0.9,     0.0,     298,529,,501
Everett - Adams School,00930003,   0.0,   7.4,  13.9,  50.9,   0.9,   0.9,  25.9,  43.5,  56.5,2021,   0.0,     112,  81.2,      48,  34.8,      87,  63.0,,,      17,  12.3,      97,  70.3,,,,,,,,,,,,,,,,,,,,,
Everett - Devens School,00930030,   0.0,   0.0,  24.6,  38.6,   8.8,   0.0,  28.1,  24.6,  73.7,2021,   1.8,      46,  97.9,       9,  19.1,      24,  51.1,,,      39,  83.0,      43,  91.5,4,,,,,,,,,,         8,    12.5,    12.5,     0.0,     0.0,    75.0,     0.0,,,,
Everett - Everett High,00930505,   0.5,   5.2,  18.0,  55.2,   1.8,   0.1,  19.1,  48.9,  51.1,2021,   0.0,"   1,670",  79.9,     424,  20.3,"   1,312",  62.7,,,     316,  15.1,"   1,474",  70.5,457,197,43.1,0.5,35,30.5,34,28.4,17.8,13.2,       450,    85.1,     3.3,     1.3,     0.0,    10.2,     0.0,     281,495,,474
Everett - George Keverian School,00930028,   0.2,   3.8,  13.5,  65.9,   1.5,   0.1,  15.0,  49.6,  50.4,2021,   0.0,     765,  87.2,     301,  34.3,     621,  70.8,,,     149,  17.0,     660,  75.3,,,,,,,,,,,,,,,,,,,,,
Everett - Lafayette School,00930038,   0.1,   8.4,  15.5,  53.0,   1.7,   0.0,  21.3,  47.8,  52.2,2021,   0.0,     784,  83.9,     298,  31.9,     588,  62.9,,,     186,  19.9,     689,  73.7,,,,,,,,,,,,,,,,,,,,,
Everett - Madeline English School,00930018,   0.1,   7.0,  13.0,  54.2,   1.5,   0.0,  24.1,  48.5,  51.5,2021,   0.0,     547,  82.4,     163,  24.5,     396,  59.6,,,     110,  16.6,     473,  71.2,,,,,,,,,,,,,,,,,,,,,
Everett - Parlin School,00930058,   0.0,   3.3,  13.3,  70.7,   1.1,   0.0,  11.6,  53.4,  46.6,2021,   0.0,     897,  92.9,     465,  48.1,     778,  80.5,,,     108,  11.2,     798,  82.6,,,,,,,,,,,,,,,,,,,,,
Everett - Sumner G. Whittier School,00930010,   0.6,   4.1,  10.6,  72.3,   1.3,   0.0,  11.1,  49.7,  50.3,2021,   0.0,     549,  90.4,     265,  43.7,     488,  80.4,,,      78,  12.9,     485,  79.9,,,,,,,,,,,,,,,,,,,,,
Everett - Webster Extension,00930001,   0.7,  12.7,  17.6,  46.5,   1.4,   0.0,  21.1,  43.7,  56.3,2021,   0.0,     138,  80.7,      56,  32.7,     113,  66.1,,,      47,  27.5,     111,  64.9,,,,,,,,,,,,,,,,,,,,,
Everett - Webster School,00930015,   0.0,   4.9,  13.0,  51.9,   1.2,   0.0,  29.1,  48.4,  51.6,2021,   0.0,     275,  86.8,      96,  30.3,     207,  65.3,,,     100,  31.5,     236,  74.4,,,,,,,,,,,,,,,,,,,,,
Excel Academy Charter (District) - Excel Academy Charter School,04100205,   0.7,   0.9,   6.0,  79.4,   0.6,   0.4,  12.0,  49.5,  50.5,2021,   0.0,"   1,104",  80.9,     156,  11.4,     776,  56.8,,,     268,  19.6,     959,  70.3,157,95,60.5,1.1,48.4,20,30.5,20,7.4,22.1,       158,    99.4,     0.6,     0.0,     0.0,     0.0,     0.0,     165,475,,484
Fairhaven - East Fairhaven,00940010,   0.9,   1.8,   3.6,   5.8,   4.6,   0.0,  83.3,  48.6,  51.4,2021,   0.0,     161,  52.6,       7,   2.3,      15,   4.9,,,      53,  17.3,     128,  41.8,,,,,,,,,,,,,,,,,,,,,
Fairhaven - Fairhaven High,00940505,   0.7,   2.9,   1.9,   4.7,   2.6,   0.0,  87.1,  51.0,  49.0,2021,   0.0,     240,  38.0,       1,   0.2,      19,   3.0,,,      71,  11.3,     209,  33.1,146,114,78.1,0,28.9,24.6,46.5,24.6,14,18.4,       201,    93.0,     1.0,     0.0,     0.0,     6.0,     0.0,     116,542,,555
Fairhaven - Hastings Middle,00940305,   1.3,   2.2,   2.4,   6.2,   4.4,   0.0,  83.5,  49.3,  50.7,2021,   0.0,     235,  51.9,       1,   0.2,      14,   3.1,,,      82,  18.1,     194,  42.8,,,,,,,,,,,,,,,,,,,,,
Fairhaven - Leroy Wood,00940030,   0.4,   1.3,   3.3,   5.5,   3.5,   0.0,  85.9,  48.8,  51.2,2021,   0.0,     261,  57.2,      13,   2.9,      18,   3.9,,,      78,  17.1,     227,  49.8,,,,,,,,,,,,,,,,,,,,,
Fall River - B M C Durfee High,00950505,   0.1,   5.4,   9.6,  28.2,   5.6,   0.0,  51.1,  49.4,  50.6,2021,   0.0,"   1,926",  82.1,     401,  17.1,     719,  30.6,,,     464,  19.8,"   1,822",  77.6,484,173,35.7,0,20.2,48,31.8,47.4,14.5,15.6,       520,    87.9,     3.7,     0.6,     0.2,     7.7,     0.0,     163,510,,500
Fall River - Carlton M. Viveiros Elementary School,00950009,   0.1,   3.2,   8.4,  34.2,  10.0,   0.0,  44.1,  50.4,  49.6,2021,   0.0,     653,  91.5,     204,  28.6,     278,  38.9,,,      98,  13.7,     626,  87.7,,,,,,,,,,,,,,,,,,,,,
Fall River - Henry Lord Community School,00950017,   0.0,   3.5,   9.3,  34.9,  11.0,   0.0,  41.3,  48.7,  51.3,2021,   0.0,     744,  96.0,     192,  24.8,     273,  35.2,,,     233,  30.1,     702,  90.6,,,,,,,,,,,,,,,,,,,,,
Fall River - James Tansey,00950140,   0.0,   1.8,   3.6,  10.7,   7.8,   0.0,  76.2,  52.7,  47.3,2021,   0.0,     190,  67.6,      11,   3.9,      26,   9.3,,,      36,  12.8,     170,  60.5,,,,,,,,,,,,,,,,,,,,,
Fall River - John J Doran,00950045,   0.0,   0.8,   8.7,  32.0,  12.2,   0.0,  46.3,  48.1,  51.9,2021,   0.0,     463,  93.5,      49,   9.9,     110,  22.2,,,     120,  24.2,     449,  90.7,,,,,,,,,,,,,,,,,,,,,
Fall River - Letourneau Elementary School,00950013,   0.0,   2.8,   7.9,  36.0,   7.7,   0.0,  45.6,  52.4,  47.6,2021,   0.0,     552,  90.9,     218,  35.9,     288,  47.4,,,     113,  18.6,     514,  84.7,,,,,,,,,,,,,,,,,,,,,
Fall River - Mary Fonseca Elementary School,00950011,   0.2,   2.6,   9.8,  44.8,   9.4,   0.2,  33.1,  45.6,  54.4,2021,   0.0,     625,  93.8,     183,  27.5,     269,  40.4,,,     112,  16.8,     596,  89.5,,,,,,,,,,,,,,,,,,,,,
Fall River - Matthew J Kuss Middle,00950320,   0.0,   4.2,   6.9,  23.1,  10.2,   0.0,  55.5,  52.0,  48.0,2021,   0.0,     598,  84.6,      94,  13.3,     179,  25.3,,,     142,  20.1,     578,  81.8,,,,,,,,,,,,,,,,,,,,,
Fall River - Morton Middle,00950315,   0.3,   2.8,   8.4,  24.2,   7.1,   0.1,  57.1,  47.0,  53.0,2021,   0.0,     571,  82.3,      65,   9.4,     141,  20.3,,,     179,  25.8,     524,  75.5,,,,,,,,,,,,,,,,,,,,,
Fall River - North End Elementary,00950005,   0.1,   1.3,  10.1,  23.3,   9.0,   0.0,  56.1,  50.7,  49.3,2021,   0.0,     556,  79.4,      76,  10.9,     123,  17.6,,,     218,  31.1,     496,  70.9,,,,,,,,,,,,,,,,,,,,,
Fall River - Resiliency Preparatory Academy,00950525,   0.5,   0.5,  14.4,  38.6,   5.0,   0.0,  41.1,  37.1,  62.4,2021,   0.5,     107,  98.2,      19,  17.4,      24,  22.0,,,      47,  43.1,     104,  95.4,54,2,3.7,0,0,100,0,50,0,0,       126,    50.8,     4.8,     2.4,     0.8,    41.3,     0.0,       1,,,
Fall River - Samuel Watson,00950145,   0.4,   2.0,  11.2,  27.6,  14.8,   0.8,  43.2,  54.0,  46.0,2021,   0.0,     226,  93.8,      28,  11.6,      46,  19.1,,,      36,  14.9,     220,  91.3,,,,,,,,,,,,,,,,,,,,,
Fall River - Spencer Borden,00950130,   0.0,   4.0,  10.5,  21.5,  10.5,   0.0,  53.5,  46.5,  53.5,2021,   0.0,     469,  80.7,      58,  10.0,     117,  20.1,,,     177,  30.5,     429,  73.8,,,,,,,,,,,,,,,,,,,,,
Fall River - Stone PK-12 School,00950340,   0.0,   0.0,  18.2,  16.7,  10.6,   0.0,  54.5,  27.3,  72.7,2021,   0.0,      68, 100.0,       6,   8.8,       8,  11.8,,,      68, 100.0,      65,  95.6,5,,,,,,,,,,         7,    28.6,    14.3,     0.0,     0.0,    57.1,     0.0,,,,
Fall River - Talbot Innovation School,00950305,   0.4,   3.6,   7.5,  36.7,  10.4,   0.0,  41.5,  48.7,  51.3,2021,   0.0,     559,  90.2,     186,  30.0,     269,  43.4,,,     131,  21.1,     522,  84.2,,,,,,,,,,,,,,,,,,,,,
Fall River - William S Greene,00950065,   0.0,   5.6,   8.0,  31.2,  10.2,   0.0,  45.0,  51.1,  48.9,2021,   0.0,     601,  90.6,     185,  27.9,     253,  38.2,,,     147,  22.2,     573,  86.4,,,,,,,,,,,,,,,,,,,,,
Falmouth - East Falmouth Elementary,00960005,   1.9,   1.9,   5.1,  11.7,   3.5,   0.0,  75.9,  42.8,  57.2,2021,   0.0,     181,  65.6,      17,   6.2,      22,   8.0,,,      72,  26.1,     151,  54.7,,,,,,,,,,,,,,,,,,,,,
Falmouth - Falmouth High,00960505,   0.5,   1.8,   5.5,   5.8,   5.4,   0.0,  80.9,  49.4,  49.9,2021,   0.6,     367,  45.6,      27,   3.4,      72,   8.9,,,     151,  18.8,     284,  35.3,188,127,67.6,0,44.9,21.3,33.9,21.3,7.9,9.4,       208,    88.0,     1.0,     0.0,     1.4,     9.6,     0.0,     127,592,,573
Falmouth - Lawrence,00960405,   2.0,   2.9,   4.7,   5.9,   7.3,   0.0,  77.3,  48.0,  52.0,2021,   0.0,     258,  51.8,      15,   3.0,      37,   7.4,,,      96,  19.3,     213,  42.8,,,,,,,,,,,,,,,,,,,,,
Falmouth - Morse Pond School,00960305,   0.4,   1.4,   4.4,   6.3,   6.1,   0.2,  81.2,  51.7,  48.3,2021,   0.0,     248,  52.3,      21,   4.4,      37,   7.8,,,      99,  20.9,     201,  42.4,,,,,,,,,,,,,,,,,,,,,
Falmouth - Mullen-Hall,00960020,   0.7,   1.7,   3.0,  11.1,  10.6,   0.0,  72.8,  43.2,  56.8,2021,   0.0,     198,  49.5,      28,   7.0,      38,   9.5,,,      57,  14.3,     163,  40.8,,,,,,,,,,,,,,,,,,,,,
Falmouth - North Falmouth Elementary,00960030,   0.0,   1.3,   2.9,   7.5,   5.2,   0.0,  83.0,  50.0,  50.0,2021,   0.0,     113,  33.4,       9,   2.7,      17,   5.0,,,      49,  14.5,      89,  26.3,,,,,,,,,,,,,,,,,,,,,
Falmouth - Teaticket,00960015,   1.2,   1.2,  10.2,   8.6,   9.8,   0.0,  69.0,  46.1,  53.9,2021,   0.0,     179,  70.8,      20,   7.9,      30,  11.9,,,      63,  24.9,     153,  60.5,,,,,,,,,,,,,,,,,,,,,
Farmington River Reg - Farmington River Elementary,06620020,   0.0,   0.0,   0.0,   2.8,   0.0,   0.0,  97.2,  49.5,  50.5,2021,   0.0,      65,  56.0,       0,   0.0,       0,   0.0,,,      28,  24.1,      57,  49.1,,,,,,,,,,,,,,,,,,,,,
Fitchburg - Arthur M Longsjo Middle School,00970315,   0.2,   3.2,   7.1,  60.5,   7.1,   0.2,  21.8,  50.0,  50.0,2021,   0.0,     565,  87.2,      88,  13.6,     235,  36.3,,,     171,  26.4,     526,  81.2,,,,,,,,,,,,,,,,,,,,,
Fitchburg - Crocker Elementary,00970016,   0.0,   3.2,   5.5,  57.8,   7.8,   0.0,  25.8,  48.4,  51.6,2021,   0.0,     497,  85.8,     156,  26.9,     211,  36.4,,,     133,  23.0,     460,  79.4,,,,,,,,,,,,,,,,,,,,,
Fitchburg - Fitchburg High,00970505,   0.0,   5.6,   7.1,  53.5,   7.4,   0.0,  26.4,  48.2,  51.8,2021,   0.0,     980,  75.8,     141,  10.9,     512,  39.6,,,     259,  20.0,     918,  71.0,226,108,47.8,0.9,31.5,23.1,44.4,23.1,32.4,8.3,       266,    92.9,     4.5,     0.0,     0.0,     2.6,     0.0,     239,467,,454
Fitchburg - Goodrich Academy,00970510,   0.0,   2.2,   2.9,  43.5,   5.8,   0.0,  45.7,  40.6,  59.4,2021,   0.0,     137,  86.7,      17,  10.8,      45,  28.5,,,      61,  38.6,     126,  79.7,143,14,9.8,7.1,14.3,50,28.6,50,21.4,7.1,       106,    80.2,     9.4,     2.8,     0.9,     6.6,     0.0,,,,
Fitchburg - McKay Arts Academy,00970340,   0.0,   6.1,   6.2,  56.3,   7.5,   0.0,  23.9,  48.1,  51.9,2021,   0.0,     547,  82.5,     139,  21.0,     257,  38.8,,,     159,  24.0,     499,  75.3,,,,,,,,,,,,,,,,,,,,,
Fitchburg - Memorial Middle School,00970048,   0.0,   4.7,   5.5,  52.3,   8.2,   0.2,  29.1,  53.5,  46.5,2021,   0.0,     521,  78.0,      66,   9.9,     215,  32.2,,,     107,  16.0,     477,  71.4,,,,,,,,,,,,,,,,,,,,,
Fitchburg - Reingold Elementary,00970043,   0.0,   3.8,   4.0,  52.8,   7.8,   0.0,  31.5,  42.0,  58.0,2021,   0.0,     484,  81.8,     139,  23.5,     210,  35.5,,,     116,  19.6,     427,  72.1,,,,,,,,,,,,,,,,,,,,,
Fitchburg - South Street Elementary,00970060,   0.0,   3.0,   6.7,  61.4,   8.1,   0.0,  20.7,  45.7,  54.3,2021,   0.0,     513,  87.5,     127,  21.7,     235,  40.1,,,     161,  27.5,     467,  79.7,,,,,,,,,,,,,,,,,,,,,
Florida - Abbott Memorial,00980005,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 100.0,  46.3,  53.8,2021,   0.0,      67,  64.4,       0,   0.0,       0,   0.0,,,      20,  19.2,      58,  55.8,,,,,,,,,,,,,,,,,,,,,
Four Rivers Charter Public (District) - Four Rivers Charter Public School,04130505,   0.5,   1.4,   0.9,   7.4,   7.0,   0.0,  82.8,  55.8,  43.3,2021,   0.9,      91,  41.7,       0,   0.0,       0,   0.0,,,      32,  14.7,      75,  34.4,35,19,54.3,0,52.6,15.8,31.6,15.8,0,10.5,        32,    84.4,     3.1,     0.0,     9.4,     3.1,     0.0,      25,607,,552
Foxborough - Charles Taylor Elementary,00990050,   0.0,   3.6,   4.4,   6.8,   4.8,   0.8,  79.5,  42.6,  57.4,2021,   0.0,      83,  33.5,       7,   2.8,       9,   3.6,,,      39,  15.7,      52,  21.0,,,,,,,,,,,,,,,,,,,,,
Foxborough - Foxborough High,00990505,   0.5,   2.5,   7.2,   7.0,   2.0,   0.0,  80.9,  49.3,  50.5,2021,   0.1,     263,  34.1,       8,   1.0,      20,   2.6,,,     133,  17.2,     174,  22.5,188,147,78.2,0,50.3,4.1,45.6,3.4,8.8,16.3,       182,    98.4,     1.1,     0.0,     0.0,     0.5,     0.0,     186,576,,578
Foxborough - John J Ahern,00990405,   0.8,   4.5,   5.8,   6.0,   3.0,   0.0,  79.9,  48.0,  52.0,2021,   0.0,     319,  42.3,      19,   2.5,      52,   6.9,,,     177,  23.5,     182,  24.1,,,,,,,,,,,,,,,,,,,,,
Foxborough - Mabelle M Burrell,00990015,   0.3,   6.6,   4.0,   7.0,   4.0,   0.0,  78.1,  48.7,  51.3,2021,   0.0,     118,  34.7,       4,   1.2,       7,   2.1,,,      69,  20.3,      61,  17.9,,,,,,,,,,,,,,,,,,,,,
Foxborough - Vincent M Igo Elementary,00990020,   0.0,   8.6,   8.9,   7.6,   4.6,   0.3,  70.0,  45.1,  54.9,2021,   0.0,     140,  40.6,      18,   5.2,      40,  11.6,,,      61,  17.7,      96,  27.8,,,,,,,,,,,,,,,,,,,,,
Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,   0.1,   9.6,  51.5,   6.0,   5.1,   0.2,  27.5,  51.6,  48.4,2021,   0.0,     917,  54.3,     123,   7.3,     292,  17.3,,,     164,   9.7,     747,  44.2,81,66,81.5,0,34.8,15.2,50,15.2,4.5,37.9,        65,    96.9,     0.0,     0.0,     0.0,     3.1,     0.0,      80,570,,525
